,Age,Job,Marital Status,Education,Credit,Balance (euros),Housing Loan,Personal Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
32970,39.0,services,married,secondary,no,946.0,,no,cellular,17,apr,295.0,2,-1.0,0,unknown,1
32971,,blue-collar,divorced,secondary,no,3823.0,yes,yes,cellular,17,apr,647.0,2,-1.0,0,unknown,1
32972,35.0,management,single,tertiary,no,620.0,yes,no,cellular,17,apr,57.0,2,-1.0,0,unknown,1
32973,33.0,services,married,secondary,no,90.0,yes,no,cellular,17,apr,170.0,2,263.0,2,failure,1
32974,51.0,blue-collar,married,primary,no,,,,cellular,17,apr,666.0,3,274.0,3,failure,1
32975,,services,married,secondary,no,247.0,yes,no,cellular,17,apr,244.0,2,-1.0,0,unknown,1
32976,57.0,blue-collar,married,secondary,no,621.0,yes,no,cellular,17,apr,778.0,3,-1.0,0,unknown,1
32977,50.0,blue-collar,married,primary,no,12519.0,,no,cellular,17,apr,146.0,2,147.0,4,success,1
32978,38.0,blue-collar,married,,no,566.0,yes,,telephone,17,apr,,2,332.0,6,other,1
32979,33.0,,single,secondary,,745.0,yes,no,cellular,17,apr,278.0,2,333.0,1,other,1
32980,42.0,blue-collar,married,primary,no,875.0,yes,no,cellular,17,apr,426.0,5,148.0,1,failure,1
32981,24.0,blue-collar,married,secondary,no,,yes,,cellular,17,apr,229.0,3,-1.0,0,unknown,1
32982,40.0,management,married,secondary,no,643.0,yes,,cellular,17,apr,74.0,2,256.0,1,failure,1
32983,36.0,technician,single,tertiary,no,,yes,yes,cellular,17,apr,1184.0,2,-1.0,0,unknown,1
32984,32.0,blue-collar,married,primary,no,77.0,yes,no,cellular,17,apr,,2,,0,unknown,1
32985,31.0,technician,married,secondary,no,310.0,yes,,cellular,17,apr,,2,240.0,2,failure,1
32986,30.0,blue-collar,single,secondary,no,103.0,yes,,cellular,17,apr,2053.0,2,317.0,1,other,1
32987,,admin.,married,secondary,no,326.0,yes,no,cellular,17,apr,69.0,2,-1.0,0,unknown,1
32988,,management,married,primary,no,630.0,yes,no,cellular,17,apr,,2,-1.0,0,unknown,1
32989,,admin.,married,tertiary,no,157.0,,no,cellular,17,apr,277.0,2,-1.0,0,unknown,1
32990,30.0,services,single,secondary,no,-172.0,,yes,cellular,17,apr,282.0,4,329.0,2,other,1
32991,48.0,blue-collar,,,no,551.0,,yes,cellular,17,apr,1064.0,3,,5,failure,1
32992,32.0,blue-collar,married,secondary,no,298.0,yes,no,cellular,17,apr,163.0,2,323.0,7,failure,1
32993,29.0,blue-collar,,secondary,no,,yes,no,telephone,17,apr,501.0,3,331.0,10,other,1
32994,32.0,housemaid,married,secondary,no,30.0,yes,no,cellular,17,apr,245.0,5,-1.0,0,unknown,1
32995,35.0,blue-collar,married,,no,913.0,yes,no,cellular,17,apr,738.0,2,-1.0,0,unknown,1
32996,31.0,,married,secondary,no,604.0,yes,no,cellular,17,apr,99.0,2,150.0,2,failure,1
32997,36.0,,,secondary,no,0.0,yes,no,cellular,17,apr,87.0,2,322.0,4,failure,1
32998,38.0,self-employed,married,secondary,no,-17.0,yes,,cellular,17,apr,110.0,3,326.0,1,other,1
32999,38.0,admin.,,tertiary,no,69.0,no,no,cellular,17,apr,140.0,2,-1.0,0,unknown,1
33000,35.0,management,single,,no,1045.0,yes,no,cellular,17,apr,204.0,5,-1.0,0,unknown,1
33001,35.0,blue-collar,married,primary,no,373.0,no,no,cellular,17,apr,335.0,2,-1.0,0,unknown,1
33002,37.0,services,divorced,primary,no,260.0,yes,no,cellular,17,apr,,2,-1.0,0,unknown,1
33003,45.0,blue-collar,married,unknown,no,349.0,yes,no,cellular,17,apr,179.0,2,336.0,2,other,1
33004,36.0,management,,tertiary,no,,yes,no,cellular,17,apr,151.0,4,150.0,2,failure,1
33005,47.0,management,married,tertiary,no,6637.0,yes,no,cellular,17,apr,174.0,2,-1.0,0,unknown,1
33006,35.0,services,married,unknown,no,,,no,cellular,17,apr,97.0,2,318.0,2,other,1
33007,34.0,admin.,single,secondary,no,846.0,yes,,cellular,17,apr,758.0,2,-1.0,0,unknown,1
33008,31.0,technician,single,secondary,no,579.0,yes,,cellular,17,apr,469.0,3,322.0,15,other,1
33009,36.0,,married,secondary,no,1949.0,yes,no,cellular,17,apr,,2,319.0,3,failure,1
33010,36.0,blue-collar,,secondary,no,928.0,no,,cellular,17,apr,224.0,3,-1.0,0,unknown,1
33011,46.0,blue-collar,,secondary,no,,,,telephone,17,apr,48.0,2,-1.0,0,unknown,1
33012,35.0,technician,single,,,362.0,,no,cellular,17,apr,54.0,2,-1.0,0,unknown,1
33013,23.0,technician,single,,no,28.0,yes,no,cellular,17,apr,183.0,3,325.0,2,failure,1
33014,40.0,technician,married,secondary,no,1270.0,no,no,cellular,17,apr,342.0,2,-1.0,0,unknown,1
33015,51.0,blue-collar,married,secondary,,1329.0,,yes,telephone,17,apr,150.0,2,,2,failure,1
33016,28.0,services,married,,no,-112.0,yes,yes,cellular,17,apr,73.0,2,-1.0,0,unknown,1
33017,74.0,,married,secondary,no,921.0,no,no,telephone,17,apr,394.0,2,-1.0,0,unknown,2
33018,32.0,admin.,married,secondary,no,923.0,yes,no,cellular,17,apr,819.0,4,-1.0,0,unknown,1
33019,35.0,blue-collar,married,secondary,,1207.0,yes,no,cellular,17,apr,694.0,2,331.0,1,success,1
33020,,blue-collar,married,primary,no,1673.0,yes,no,cellular,17,apr,636.0,3,-1.0,0,unknown,2
33021,30.0,blue-collar,single,secondary,no,1012.0,yes,no,cellular,17,apr,22.0,3,329.0,1,failure,1
33022,40.0,admin.,married,,no,1060.0,yes,no,cellular,17,apr,14.0,3,-1.0,0,unknown,1
33023,50.0,blue-collar,married,primary,no,104.0,yes,no,cellular,17,apr,317.0,3,324.0,2,other,1
33024,53.0,technician,married,secondary,,5303.0,yes,no,telephone,17,apr,320.0,3,,1,success,2
33025,56.0,blue-collar,married,,no,1686.0,no,no,telephone,17,apr,100.0,2,,0,unknown,1
33026,26.0,admin.,single,secondary,no,1375.0,yes,no,cellular,17,apr,238.0,2,-1.0,0,unknown,1
33027,29.0,blue-collar,married,primary,no,459.0,yes,yes,cellular,17,apr,,3,318.0,1,failure,1
33028,,technician,single,tertiary,no,1190.0,yes,,cellular,17,apr,50.0,2,252.0,4,failure,1
33029,34.0,blue-collar,married,,no,3186.0,yes,no,cellular,17,apr,321.0,2,-1.0,0,unknown,1
33030,40.0,management,,tertiary,,640.0,yes,no,cellular,17,apr,202.0,2,-1.0,0,unknown,1
33031,42.0,blue-collar,married,primary,no,,yes,no,cellular,17,apr,177.0,3,-1.0,0,unknown,1
33032,32.0,admin.,single,secondary,no,620.0,no,no,cellular,17,apr,,2,343.0,3,failure,1
33033,,technician,single,,no,6889.0,yes,no,cellular,17,apr,108.0,2,147.0,1,failure,1
33034,,services,divorced,secondary,no,,yes,no,cellular,17,apr,225.0,3,150.0,7,failure,1
33035,35.0,entrepreneur,single,tertiary,no,1295.0,yes,no,cellular,17,apr,952.0,2,,1,failure,1
33036,47.0,blue-collar,married,secondary,no,1388.0,yes,no,cellular,17,apr,,2,-1.0,0,unknown,1
33037,44.0,blue-collar,married,primary,no,-93.0,yes,no,cellular,17,apr,829.0,3,,2,failure,1
33038,32.0,blue-collar,married,primary,no,1504.0,,no,cellular,17,apr,131.0,2,,0,unknown,1
33039,42.0,admin.,divorced,tertiary,no,6.0,yes,yes,cellular,17,apr,403.0,4,-1.0,0,unknown,1
33040,23.0,admin.,,secondary,,0.0,,no,cellular,17,apr,171.0,2,-1.0,0,unknown,1
33041,47.0,,married,secondary,no,1203.0,,no,cellular,17,apr,,2,,0,unknown,1
33042,39.0,admin.,married,secondary,no,456.0,yes,no,cellular,17,apr,193.0,3,-1.0,0,unknown,1
33043,38.0,admin.,married,secondary,,0.0,,yes,cellular,17,apr,547.0,2,-1.0,0,unknown,2
33044,33.0,blue-collar,single,secondary,no,476.0,yes,,cellular,17,apr,544.0,3,333.0,2,failure,1
33045,41.0,technician,,secondary,no,4004.0,no,no,cellular,17,apr,,2,,0,unknown,2
33046,31.0,technician,single,secondary,no,1970.0,no,no,telephone,17,apr,,3,-1.0,0,unknown,1
33047,46.0,technician,married,secondary,no,6993.0,yes,no,cellular,17,apr,326.0,3,148.0,1,success,1
33048,37.0,admin.,married,secondary,no,6127.0,yes,no,cellular,17,apr,1038.0,2,,0,unknown,1
33049,36.0,admin.,divorced,primary,no,1127.0,yes,no,cellular,17,apr,625.0,3,-1.0,0,unknown,1
33050,,self-employed,single,primary,no,235.0,yes,no,cellular,17,apr,191.0,4,323.0,9,failure,1
33051,32.0,,married,secondary,no,94.0,yes,no,cellular,17,apr,1013.0,2,-1.0,0,unknown,1
33052,49.0,technician,married,unknown,no,,no,no,cellular,17,apr,119.0,3,-1.0,0,unknown,1
33053,58.0,retired,married,primary,no,,yes,no,telephone,17,apr,392.0,3,-1.0,0,unknown,1
33054,34.0,services,married,secondary,no,,yes,no,cellular,17,apr,1364.0,2,147.0,1,other,1
33055,46.0,services,married,secondary,no,9077.0,,no,cellular,17,apr,,2,337.0,1,failure,1
33056,30.0,admin.,single,secondary,no,613.0,yes,no,cellular,17,apr,180.0,2,302.0,1,failure,1
33057,59.0,management,married,tertiary,no,82.0,yes,no,cellular,17,apr,324.0,4,-1.0,0,unknown,1
33058,40.0,blue-collar,married,primary,no,106.0,,no,cellular,17,apr,200.0,2,-1.0,0,unknown,1
33059,31.0,,single,,no,538.0,yes,no,cellular,17,apr,660.0,3,-1.0,0,unknown,1
33060,33.0,blue-collar,married,primary,no,-3.0,yes,no,telephone,17,apr,,2,-1.0,0,unknown,1
33061,38.0,blue-collar,single,secondary,,13156.0,yes,no,cellular,17,apr,291.0,4,331.0,1,failure,1
33062,37.0,blue-collar,single,secondary,no,1127.0,yes,no,cellular,17,apr,72.0,2,281.0,1,failure,1
33063,32.0,services,single,secondary,no,49.0,yes,,cellular,17,apr,184.0,4,-1.0,0,unknown,1
33064,38.0,,single,,no,667.0,yes,no,cellular,17,apr,479.0,2,-1.0,0,unknown,1
33065,56.0,technician,married,secondary,no,378.0,yes,yes,cellular,20,apr,12.0,2,-1.0,0,unknown,1
33066,37.0,housemaid,married,primary,no,94.0,yes,no,cellular,20,apr,114.0,2,-1.0,0,unknown,1
33067,,management,divorced,tertiary,no,213.0,yes,no,cellular,20,apr,65.0,2,-1.0,0,unknown,1
33068,38.0,admin.,married,primary,no,3913.0,yes,no,cellular,20,apr,196.0,2,315.0,2,failure,1
33069,32.0,management,single,tertiary,no,656.0,,yes,cellular,20,apr,148.0,2,-1.0,0,unknown,1
33070,26.0,technician,single,secondary,,181.0,no,no,cellular,20,apr,158.0,2,-1.0,0,unknown,2
33071,24.0,blue-collar,,,no,-424.0,,no,cellular,20,apr,10.0,6,-1.0,0,unknown,1
33072,21.0,blue-collar,single,secondary,no,1385.0,yes,no,cellular,20,apr,12.0,5,-1.0,0,unknown,1
33073,36.0,blue-collar,married,secondary,no,1589.0,yes,,cellular,20,apr,345.0,2,341.0,6,other,1
33074,32.0,admin.,married,secondary,no,413.0,,no,cellular,20,apr,95.0,3,341.0,2,failure,1
33075,35.0,,single,tertiary,no,,yes,,cellular,20,apr,,7,-1.0,0,unknown,1
33076,30.0,management,single,tertiary,no,638.0,yes,no,cellular,20,apr,483.0,2,291.0,6,other,1
33077,28.0,blue-collar,married,secondary,no,1843.0,yes,no,cellular,20,apr,415.0,2,,0,unknown,1
33078,37.0,blue-collar,married,secondary,no,16727.0,yes,no,cellular,20,apr,,2,-1.0,0,unknown,1
33079,50.0,,married,secondary,no,663.0,yes,no,cellular,20,apr,,3,-1.0,0,unknown,1
33080,22.0,student,,secondary,no,3982.0,no,no,cellular,20,apr,206.0,1,-1.0,0,unknown,2
33081,45.0,blue-collar,married,secondary,no,-258.0,yes,no,telephone,20,apr,384.0,5,-1.0,0,unknown,1
33082,33.0,blue-collar,married,secondary,no,1722.0,yes,no,cellular,20,apr,7.0,7,-1.0,0,unknown,1
33083,39.0,management,single,tertiary,no,1340.0,yes,no,cellular,20,apr,287.0,3,-1.0,0,unknown,1
33084,50.0,blue-collar,married,primary,no,4121.0,yes,yes,cellular,20,apr,184.0,2,151.0,1,failure,1
33085,32.0,services,single,secondary,no,659.0,yes,no,cellular,20,apr,12.0,6,-1.0,0,unknown,1
33086,52.0,technician,married,secondary,no,386.0,no,no,cellular,20,apr,438.0,1,-1.0,0,unknown,2
33087,40.0,technician,married,primary,no,284.0,yes,no,cellular,20,apr,1332.0,2,-1.0,0,unknown,2
33088,42.0,blue-collar,married,unknown,no,732.0,yes,no,telephone,20,apr,33.0,1,,1,failure,1
33089,32.0,admin.,,secondary,,,,no,cellular,20,apr,234.0,1,-1.0,0,unknown,1
33090,28.0,blue-collar,married,secondary,no,1021.0,yes,no,cellular,20,apr,,2,326.0,1,other,1
33091,30.0,management,single,secondary,no,161.0,yes,no,cellular,20,apr,,3,,0,unknown,1
33092,43.0,services,married,secondary,no,1625.0,yes,no,cellular,20,apr,390.0,1,,0,unknown,1
33093,46.0,technician,,secondary,,0.0,no,no,telephone,20,apr,173.0,2,-1.0,0,unknown,1
33094,37.0,blue-collar,married,secondary,no,,yes,,cellular,20,apr,430.0,1,,0,unknown,1
33095,50.0,entrepreneur,married,primary,no,431.0,yes,,cellular,20,apr,12.0,5,-1.0,0,unknown,1
33096,32.0,management,married,tertiary,no,101.0,yes,yes,cellular,20,apr,383.0,1,-1.0,0,unknown,1
33097,32.0,blue-collar,married,secondary,no,112.0,yes,no,cellular,20,apr,,1,321.0,1,other,1
33098,35.0,blue-collar,married,primary,no,1347.0,,yes,cellular,20,apr,360.0,1,-1.0,0,unknown,1
33099,37.0,blue-collar,married,secondary,no,903.0,yes,no,cellular,20,apr,,1,-1.0,0,unknown,1
33100,,entrepreneur,married,,no,-242.0,,no,cellular,20,apr,,3,-1.0,0,unknown,2
33101,30.0,services,single,unknown,no,138.0,yes,no,cellular,20,apr,187.0,1,-1.0,0,unknown,1
33102,49.0,technician,married,secondary,no,-147.0,yes,no,cellular,20,apr,390.0,1,-1.0,0,unknown,1
33103,42.0,blue-collar,married,,,1156.0,yes,no,telephone,20,apr,37.0,1,,0,unknown,1
33104,36.0,,,secondary,no,733.0,yes,no,cellular,20,apr,176.0,1,322.0,2,other,1
33105,32.0,blue-collar,married,secondary,no,17332.0,yes,yes,cellular,20,apr,165.0,1,,0,unknown,1
33106,31.0,blue-collar,married,secondary,no,2289.0,yes,yes,cellular,20,apr,79.0,1,,1,failure,1
33107,31.0,blue-collar,single,primary,no,2488.0,,no,cellular,20,apr,14.0,1,-1.0,0,unknown,1
33108,,services,married,,no,0.0,,,cellular,20,apr,506.0,2,-1.0,0,unknown,1
33109,34.0,blue-collar,married,secondary,no,2076.0,yes,no,cellular,20,apr,257.0,1,-1.0,0,unknown,1
33110,36.0,management,married,tertiary,no,535.0,no,no,cellular,20,apr,150.0,2,,0,unknown,2
33111,32.0,services,single,secondary,no,808.0,yes,no,cellular,20,apr,322.0,1,-1.0,0,unknown,1
33112,31.0,management,divorced,tertiary,no,1742.0,,no,cellular,20,apr,156.0,1,-1.0,0,unknown,1
33113,29.0,blue-collar,married,secondary,no,1238.0,yes,no,cellular,20,apr,478.0,1,341.0,1,failure,1
33114,41.0,blue-collar,married,secondary,no,,yes,,cellular,20,apr,142.0,12,,1,failure,1
33115,28.0,technician,married,secondary,no,1086.0,yes,no,cellular,20,apr,1112.0,3,-1.0,0,unknown,2
33116,42.0,blue-collar,married,secondary,,,,no,telephone,20,apr,169.0,1,-1.0,0,unknown,1
33117,,blue-collar,single,secondary,no,,yes,yes,cellular,20,apr,,1,-1.0,0,unknown,1
33118,52.0,,married,tertiary,no,646.0,yes,no,cellular,20,apr,220.0,1,-1.0,0,unknown,1
33119,34.0,,,secondary,no,-314.0,yes,yes,cellular,20,apr,374.0,3,307.0,3,other,1
33120,33.0,technician,married,secondary,,359.0,yes,,cellular,20,apr,210.0,1,242.0,1,other,1
33121,34.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,20,apr,525.0,1,-1.0,0,unknown,1
33122,32.0,blue-collar,single,secondary,no,3044.0,yes,no,cellular,20,apr,533.0,1,-1.0,0,unknown,1
33123,39.0,,married,secondary,no,834.0,yes,yes,cellular,20,apr,,1,-1.0,0,unknown,1
33124,61.0,management,single,tertiary,no,2.0,no,no,cellular,20,apr,122.0,3,,0,unknown,1
33125,22.0,student,single,secondary,no,466.0,yes,no,cellular,20,apr,269.0,1,-1.0,0,unknown,1
33126,37.0,blue-collar,married,primary,no,287.0,yes,no,telephone,20,apr,73.0,3,325.0,3,failure,1
33127,37.0,,married,primary,no,15.0,,yes,cellular,20,apr,,3,-1.0,0,unknown,1
33128,56.0,technician,,secondary,,0.0,,no,cellular,20,apr,249.0,1,-1.0,0,unknown,1
33129,32.0,technician,married,secondary,no,286.0,no,no,cellular,20,apr,60.0,1,,4,failure,1
33130,31.0,technician,single,secondary,no,1222.0,yes,no,cellular,20,apr,186.0,3,-1.0,0,unknown,1
33131,45.0,blue-collar,married,primary,,,yes,no,telephone,20,apr,406.0,3,270.0,2,failure,1
33132,36.0,blue-collar,married,primary,no,345.0,yes,no,cellular,20,apr,223.0,1,-1.0,0,unknown,1
33133,,services,,secondary,no,,yes,no,cellular,20,apr,,4,-1.0,0,unknown,1
33134,28.0,management,single,secondary,no,2840.0,no,no,cellular,20,apr,227.0,5,-1.0,0,unknown,2
33135,47.0,management,married,primary,no,1122.0,yes,no,cellular,20,apr,222.0,5,-1.0,0,unknown,1
33136,35.0,management,married,tertiary,no,43.0,,no,cellular,20,apr,860.0,1,-1.0,0,unknown,2
33137,57.0,,married,primary,,202.0,yes,no,cellular,20,apr,207.0,1,346.0,2,failure,1
33138,33.0,blue-collar,married,primary,,217.0,yes,no,cellular,20,apr,198.0,1,339.0,3,failure,1
33139,32.0,admin.,single,,no,-45.0,yes,,cellular,20,apr,68.0,1,325.0,2,other,1
33140,43.0,technician,married,primary,no,2586.0,,no,cellular,20,apr,354.0,1,-1.0,0,unknown,1
33141,35.0,management,married,tertiary,no,1473.0,,no,cellular,20,apr,17.0,6,322.0,4,other,1
33142,40.0,blue-collar,married,primary,no,2364.0,yes,no,cellular,20,apr,62.0,4,,0,unknown,1
33143,56.0,unemployed,divorced,secondary,no,,yes,yes,cellular,20,apr,89.0,3,341.0,2,failure,1
33144,57.0,technician,married,tertiary,no,3082.0,yes,yes,cellular,20,apr,267.0,2,294.0,3,failure,1
33145,,blue-collar,married,primary,no,292.0,,no,cellular,20,apr,386.0,2,234.0,4,failure,1
33146,56.0,services,single,secondary,no,699.0,yes,no,cellular,20,apr,193.0,1,-1.0,0,unknown,1
33147,58.0,retired,married,primary,,745.0,yes,no,cellular,20,apr,23.0,1,,0,unknown,1
33148,46.0,blue-collar,,secondary,no,168.0,yes,no,cellular,20,apr,255.0,1,336.0,4,other,1
33149,40.0,blue-collar,single,secondary,no,169.0,yes,no,cellular,20,apr,214.0,1,,1,failure,1
33150,36.0,management,,tertiary,no,928.0,yes,no,cellular,20,apr,239.0,1,-1.0,0,unknown,1
33151,30.0,technician,single,secondary,no,,yes,no,cellular,20,apr,,1,-1.0,0,unknown,1
33152,46.0,,married,primary,no,3229.0,yes,,cellular,20,apr,,1,-1.0,0,unknown,2
33153,34.0,management,single,tertiary,no,8038.0,yes,no,cellular,20,apr,29.0,3,152.0,1,failure,1
33154,52.0,services,divorced,secondary,no,1430.0,yes,no,telephone,20,apr,121.0,4,-1.0,0,unknown,1
33155,31.0,blue-collar,single,primary,no,71.0,,,cellular,20,apr,185.0,3,336.0,6,failure,1
33156,29.0,admin.,married,secondary,no,1489.0,yes,no,cellular,20,apr,399.0,1,-1.0,0,unknown,1
33157,41.0,blue-collar,married,secondary,no,1334.0,yes,,cellular,20,apr,234.0,5,-1.0,0,unknown,1
33158,35.0,technician,married,,no,,yes,yes,cellular,20,apr,,6,-1.0,0,unknown,1
33159,34.0,management,,,no,5452.0,no,,cellular,20,apr,,1,245.0,5,other,1
33160,43.0,admin.,married,secondary,no,101.0,yes,no,cellular,20,apr,131.0,2,349.0,3,failure,1
33161,50.0,blue-collar,married,primary,,3304.0,yes,no,cellular,20,apr,218.0,1,-1.0,0,unknown,1
33162,34.0,management,,tertiary,no,556.0,yes,no,cellular,20,apr,143.0,2,-1.0,0,unknown,1
33163,30.0,services,married,secondary,no,4867.0,,yes,telephone,20,apr,8.0,6,306.0,3,other,1
33164,,admin.,single,secondary,no,483.0,,yes,cellular,20,apr,,2,-1.0,0,unknown,1
33165,,admin.,married,secondary,no,6.0,yes,no,cellular,20,apr,386.0,1,349.0,3,other,1
33166,30.0,unemployed,single,secondary,no,8304.0,no,no,cellular,20,apr,245.0,1,,0,unknown,1
33167,,blue-collar,married,,no,6699.0,yes,,cellular,20,apr,201.0,3,-1.0,0,unknown,1
33168,34.0,entrepreneur,married,secondary,yes,-538.0,yes,no,cellular,20,apr,428.0,1,-1.0,0,unknown,1
33169,43.0,admin.,married,secondary,,1220.0,yes,,cellular,20,apr,349.0,2,339.0,1,other,1
33170,27.0,student,,secondary,no,2784.0,yes,no,telephone,20,apr,,1,,1,failure,1
33171,28.0,unemployed,married,secondary,no,1.0,,no,cellular,20,apr,128.0,1,-1.0,0,unknown,1
33172,53.0,admin.,married,,no,225.0,yes,no,cellular,20,apr,,1,,1,failure,1
33173,37.0,management,married,tertiary,no,17335.0,no,no,cellular,20,apr,108.0,1,-1.0,0,unknown,1
33174,30.0,management,married,tertiary,no,860.0,yes,no,cellular,20,apr,185.0,1,,0,unknown,1
33175,34.0,blue-collar,single,secondary,no,550.0,yes,,cellular,20,apr,,3,346.0,1,failure,1
33176,33.0,,married,,no,2502.0,yes,no,cellular,20,apr,285.0,1,,1,failure,1
33177,36.0,,married,,,349.0,yes,no,cellular,20,apr,365.0,1,-1.0,0,unknown,1
33178,,technician,single,secondary,no,335.0,yes,no,cellular,20,apr,122.0,3,-1.0,0,unknown,1
33179,56.0,admin.,married,secondary,no,382.0,no,no,cellular,20,apr,275.0,1,-1.0,0,unknown,1
33180,34.0,management,single,tertiary,no,-362.0,yes,,cellular,20,apr,7.0,6,-1.0,0,unknown,1
33181,35.0,technician,single,tertiary,no,1924.0,yes,,cellular,20,apr,,1,-1.0,0,unknown,1
33182,31.0,blue-collar,married,secondary,no,1664.0,yes,,cellular,20,apr,158.0,1,182.0,1,success,1
33183,51.0,entrepreneur,divorced,tertiary,,4.0,yes,yes,cellular,20,apr,74.0,5,-1.0,0,unknown,1
33184,43.0,unemployed,,secondary,no,948.0,,no,cellular,20,apr,199.0,6,,0,unknown,1
33185,,housemaid,married,,no,,yes,no,cellular,20,apr,178.0,5,-1.0,0,unknown,1
33186,35.0,blue-collar,married,secondary,no,365.0,yes,yes,cellular,20,apr,63.0,2,-1.0,0,unknown,1
33187,41.0,blue-collar,,primary,no,951.0,,no,cellular,20,apr,23.0,4,-1.0,0,unknown,1
33188,51.0,,married,primary,,14.0,yes,yes,cellular,20,apr,,2,,1,failure,1
33189,48.0,blue-collar,married,primary,no,,yes,no,cellular,20,apr,,1,,0,unknown,1
33190,57.0,,married,primary,no,-384.0,yes,yes,telephone,20,apr,534.0,1,-1.0,0,unknown,1
33191,29.0,blue-collar,single,secondary,no,,yes,no,cellular,20,apr,,2,-1.0,0,unknown,1
33192,32.0,blue-collar,married,primary,no,,yes,no,cellular,20,apr,198.0,1,,0,unknown,1
33193,33.0,technician,married,secondary,no,0.0,,no,cellular,20,apr,210.0,2,-1.0,0,unknown,1
33194,33.0,technician,single,secondary,no,235.0,yes,no,cellular,20,apr,,1,-1.0,0,unknown,1
33195,50.0,unknown,married,primary,no,341.0,yes,yes,cellular,20,apr,,4,340.0,2,success,2
33196,38.0,,married,secondary,no,797.0,,no,cellular,20,apr,62.0,4,-1.0,0,unknown,1
33197,25.0,blue-collar,single,unknown,no,586.0,yes,,cellular,20,apr,712.0,1,-1.0,0,unknown,1
33198,30.0,,,secondary,no,1473.0,yes,no,cellular,20,apr,401.0,1,-1.0,0,unknown,1
33199,37.0,admin.,single,secondary,no,515.0,yes,no,cellular,20,apr,59.0,1,-1.0,0,unknown,1
33200,50.0,entrepreneur,married,tertiary,no,221.0,,no,cellular,20,apr,319.0,2,340.0,1,failure,1
33201,34.0,blue-collar,married,primary,,1217.0,yes,no,cellular,20,apr,142.0,2,328.0,3,failure,1
33202,29.0,admin.,single,secondary,no,127.0,yes,yes,cellular,20,apr,,1,-1.0,0,unknown,1
33203,35.0,management,single,tertiary,no,,yes,yes,cellular,20,apr,,7,272.0,3,other,1
33204,54.0,housemaid,divorced,primary,no,502.0,,no,cellular,20,apr,317.0,1,,0,unknown,1
33205,44.0,blue-collar,single,secondary,no,0.0,no,no,cellular,20,apr,133.0,1,-1.0,0,unknown,2
33206,43.0,services,divorced,secondary,no,266.0,yes,yes,cellular,20,apr,79.0,1,152.0,1,failure,1
33207,61.0,management,married,tertiary,no,267.0,no,no,cellular,20,apr,190.0,1,-1.0,0,unknown,2
33208,,,married,secondary,no,1222.0,yes,no,cellular,20,apr,369.0,1,-1.0,0,unknown,1
33209,34.0,admin.,single,,no,663.0,,no,cellular,20,apr,,1,-1.0,0,unknown,1
33210,32.0,blue-collar,married,secondary,no,1281.0,yes,no,cellular,20,apr,222.0,1,-1.0,0,unknown,1
33211,35.0,technician,single,tertiary,no,122.0,no,no,cellular,20,apr,49.0,5,328.0,5,failure,1
33212,28.0,management,,tertiary,no,145.0,yes,no,cellular,20,apr,277.0,1,-1.0,0,unknown,1
33213,36.0,blue-collar,married,secondary,no,-53.0,yes,,cellular,20,apr,9.0,5,322.0,8,other,1
33214,23.0,technician,married,secondary,no,,,no,cellular,20,apr,698.0,1,,0,unknown,1
33215,28.0,self-employed,single,tertiary,no,222.0,yes,,cellular,20,apr,13.0,5,-1.0,0,unknown,1
33216,24.0,technician,,secondary,,393.0,,yes,cellular,20,apr,714.0,1,-1.0,0,unknown,1
33217,45.0,,married,,no,,yes,no,cellular,20,apr,257.0,1,-1.0,0,unknown,1
33218,42.0,management,married,tertiary,no,72.0,yes,no,cellular,20,apr,124.0,2,348.0,3,failure,1
33219,33.0,blue-collar,married,secondary,no,1454.0,yes,no,cellular,20,apr,322.0,2,-1.0,0,unknown,1
33220,29.0,,single,tertiary,no,68.0,yes,no,cellular,20,apr,658.0,1,,0,unknown,1
33221,36.0,entrepreneur,married,secondary,,,,no,cellular,20,apr,98.0,3,-1.0,0,unknown,1
33222,53.0,management,married,tertiary,no,696.0,yes,no,cellular,20,apr,12.0,6,-1.0,0,unknown,1
33223,33.0,blue-collar,single,primary,no,910.0,yes,no,cellular,20,apr,,1,-1.0,0,unknown,1
33224,49.0,,married,secondary,no,1345.0,yes,no,cellular,20,apr,,1,-1.0,0,unknown,1
33225,35.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,20,apr,123.0,3,,0,unknown,1
33226,42.0,blue-collar,married,,no,1993.0,yes,no,cellular,20,apr,97.0,2,-1.0,0,unknown,1
33227,33.0,blue-collar,married,primary,no,2861.0,yes,no,cellular,20,apr,128.0,3,-1.0,0,unknown,1
33228,37.0,admin.,married,secondary,no,756.0,yes,no,cellular,20,apr,207.0,2,-1.0,0,unknown,1
33229,,blue-collar,divorced,secondary,no,-19.0,,no,cellular,20,apr,712.0,4,-1.0,0,unknown,2
33230,45.0,technician,married,secondary,no,497.0,yes,no,cellular,20,apr,72.0,1,321.0,2,failure,1
33231,31.0,management,single,tertiary,no,635.0,,no,cellular,20,apr,37.0,1,320.0,2,failure,1
33232,48.0,management,married,tertiary,no,161.0,yes,no,cellular,20,apr,207.0,1,,0,unknown,1
